City,Car Name,Price,Year,Mileage,Fuel Type,Transmission,Car URL
Hyderabad,2021 Kia Sonet HTK Plus,"₹8.75 Lakh
Compare","1,09,996 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Kia-sonet-htk-plus-cars-Hyderabad_bead8440-17c4-4a51-ade2-0ad39b9a9005.htm
Hyderabad,2020 Hyundai Venue SX Plus Turbo DCT,"₹8.21 Lakh
Compare","1,10,332 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-plus-turbo-dct-cars-Hyderabad_e961b3bd-2240-4131-9334-d32ced9ee78b.htm
Hyderabad,2022 Renault KWID Climber 1.0 MT,"₹5.29 Lakh
Compare","28,794 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-climber-10-mt-cars-Hyderabad_6e8accb1-4e64-45dc-ac24-d7b67368be18.htm
Hyderabad,2021 Maruti S Cross Zeta,"₹7.50 Lakh
Compare","30,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-s-cross-zeta-cars-Hyderabad_131dfb3a-aa00-4088-a959-7d348a5e4d77.htm?adId=1784&adType=41
Hyderabad,2017 Maruti Baleno Zeta Diesel,"₹6.40 Lakh
Compare","29,698 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-zeta-diesel-cars-Hyderabad_229df85c-5217-495e-911f-551e53ca14c5.htm
Hyderabad,2022 Hyundai Grand i10 1.2 Kappa Asta,"₹6.66 Lakh
Compare","44,564 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Hyderabad_15007e96-4ffe-4912-b66c-119ff0a8f1fc.htm
Hyderabad,2018 Maruti Dzire VXI,"₹6.74 Lakh
Compare","45,156 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-dzire-vxi-cars-Hyderabad_7a17f172-463f-4e0b-ad7d-e2c81fbb20de.htm
Hyderabad,2024 Tata Nexon EV Fearless Plus S LR,"₹14.10 Lakh
Compare","10,000 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-fearless-plus-s-lr-cars-Hyderabad_17c49c16-afde-4c80-9c68-0501ff96747e.htm?adId=1763&adType=41
Hyderabad,2016 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.23 Lakh
Compare","46,873 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Hyderabad_77ab1f61-db52-4c68-b79f-80f5b6708bcc.htm
Hyderabad,2015 Hyundai Xcent Petrol,"₹3.95 Lakh
Compare","73,586 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-petrol-cars-Hyderabad_f281a26c-01b1-4cc0-9869-b687f195077e.htm
Hyderabad,2019 Maruti Swift AMT ZXI Plus,"₹6.39 Lakh
Compare","74,705 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-amt-zxi-plus-cars-Hyderabad_b672d261-68ff-4676-a909-f83ffa8056f5.htm
Hyderabad,2014 BMW 3 Series 320d Sport Line,"₹17 Lakh
Compare","50,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-sport-line-cars-Hyderabad_ab68673d-bded-4ce5-948e-61c848ad02f1.htm?adId=1980&adType=41
Hyderabad,2012 Toyota Fortuner 4x2 Manual,"₹13 Lakh
Compare","1,94,991 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-4x2-manual-cars-Hyderabad_62b5bc10-07cc-4ad9-ac91-1edf03f029a8.htm
Hyderabad,2016 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.01 Lakh
Compare","1,03,816 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Hyderabad_e4f794a5-cadb-4312-acf1-5d84587f6988.htm
Hyderabad,2014 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.14 Lakh
Compare","82,125 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Hyderabad_6ef166e7-a382-425c-a8d5-33fa7f1bd96f.htm
Hyderabad,2022 Mahindra XUV300 W8 Option AMT BSVI,"₹11 Lakh
Compare","20,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w8-option-amt-bsvi-cars-Hyderabad_ed3913d2-2310-4fde-80c0-65a6d41ac06a.htm?adId=1806&adType=41
Hyderabad,2014 Hyundai EON Sportz,"₹2.73 Lakh
Compare","42,311 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-eon-sportz-cars-Hyderabad_7e466c3f-f543-4ad1-bff9-db8f794c6a20.htm
Hyderabad,2013 Mercedes-Benz E-Class E250 CDI,"₹12.95 Lakh
Compare","1,19,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e250-cdi-cars-Hyderabad_597f8563-efc6-4850-a46a-59d819be8c02.htm
Hyderabad,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.69 Lakh
Compare","52,474 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Hyderabad_060cd690-a323-4173-9343-707f297a34e9.htm
Hyderabad,2021 Skoda Superb Laurin & klement BSVI,"₹27 Lakh
Compare","60,000 kms",Petrol,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Skoda-superb-laurin-klement-bsvi-cars-Hyderabad_7a348347-4ae0-4ed0-85ef-9682b1c38a0b.htm?adId=2091&adType=41
Hyderabad,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹6.10 Lakh
Compare","39,769 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Hyderabad_a9fed7e7-f103-4b4b-94b9-f3b873aa1e23.htm
Hyderabad,2016 Maruti S Cross Alpha,"₹6.94 Lakh
Compare","64,995 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-s-cross-alpha-cars-Hyderabad_37ecafc7-5db0-45ff-8e92-947266cfbdff.htm
Hyderabad,2022 Honda Amaze VX i-VTEC,"₹7.40 Lakh
Compare","72,874 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-i-vtec-cars-Hyderabad_01dda4c0-2b39-4720-b9b3-72a5d6509534.htm
Hyderabad,2021 Maruti Vitara Brezza ZXI,"₹9.50 Lakh
Compare","40,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-vitara-brezza-zxi-cars-Hyderabad_b260afd2-3e23-4638-8dd3-4342f6eaa5cb.htm?adId=2105&adType=41
Hyderabad,2019 Toyota Yaris J,"₹6.07 Lakh
Compare","89,554 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Toyota-yaris-j-cars-Hyderabad_5c21344a-5bfb-4985-9669-8b73c3813e54.htm
Hyderabad,2019 Renault KWID Climber 1.0 MT,"₹3.70 Lakh
Compare","97,389 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-climber-10-mt-cars-Hyderabad_808cc596-b0f8-4f17-ae99-630db59c9da9.htm
Hyderabad,2022 Tata Altroz XZ Plus Diesel,"₹7.15 Lakh
Compare","40,696 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xz-plus-diesel-cars-Hyderabad_30d1085e-5567-4bf4-a1a0-dad3632d3dd1.htm
Hyderabad,2020 Tata Harrier XT,"₹13.50 Lakh
Compare","43,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Tata-harrier-xt-cars-Hyderabad_0533918c-c444-455d-9b7d-05a020c3a1ef.htm?adId=2103&adType=41
Hyderabad,2021 Tata Altroz XZ,"₹6.29 Lakh
Compare","57,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xz-cars-Hyderabad_32c47d34-000a-446b-934f-eb2bfd8b8b8e.htm
Hyderabad,2019 Maruti Dzire VXI,"₹6.76 Lakh
Compare","99,597 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-dzire-vxi-cars-Hyderabad_0b05e368-ce6d-43df-baa2-c3bd880608b5.htm
Hyderabad,2021 Honda City 1.5 V MT Exclusive,"₹9.37 Lakh
Compare","32,746 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-city-15-v-mt-exclusive-cars-Hyderabad_58bfa1bd-4502-4168-a09e-5fe02ff8363b.htm
Hyderabad,2013 Audi Q5 2.0 TDI Premium Plus,"₹12 Lakh
Compare","98,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Audi-q5-20-tdi-premium-plus-cars-Hyderabad_3bfd34ac-1b12-487c-96d9-7bfd7f832868.htm?adId=2118&adType=41
Hyderabad,2017 Honda Jazz VX,"₹4.78 Lakh
Compare","57,051 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-jazz-vx-cars-Hyderabad_94d3331d-d8a1-4cae-909f-cbaf4bc5a9a9.htm
Hyderabad,2017 Hyundai i20 Active 1.2 SX,"₹5.72 Lakh
Compare","47,734 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-active-12-sx-cars-Hyderabad_d24aa6c0-9840-47de-a1e0-0c1a4fe761f1.htm
Hyderabad,2013 Honda Amaze S i-Vtech,"₹2.69 Lakh
Compare","99,937 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-s-i-vtech-cars-Hyderabad_58bfd246-7cf7-4861-98e5-65166e497b79.htm
Hyderabad,2015 Volkswagen Vento 1.5 TDI Comfortline,"₹3.79 Lakh
Compare","1,60,000 kms",Diesel,Manual,N/A,https://www.cardekho.com/used-car-details/used-Volkswagen-vento-15-tdi-comfortline-cars-Hyderabad_a412f92c-131b-4a64-8864-baff1399c9d2.htm?adId=2263&adType=41
Hyderabad,2018 Hyundai Grand i10 1.2 Kappa Asta,"₹5.43 Lakh
Compare","16,933 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Hyderabad_ac627e63-81ea-41fd-9289-8d963a8fb13f.htm
Hyderabad,2018 Maruti Ciaz Petrol,"₹7.66 Lakh
Compare","57,480 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-petrol-cars-Hyderabad_2a267cca-9935-4065-9d7d-be6aa2a6735d.htm
Hyderabad,2014 Tata Altroz XT Diesel,"₹4.29 Lakh
Compare","94,029 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xt-diesel-cars-Hyderabad_6fb2c379-68e3-4339-a964-943e4044ec78.htm
Hyderabad,2024 Maruti S-Presso VXi Plus,"₹5.80 Lakh
Compare","1,100 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Maruti-s-presso-vxi-plus-cars-Hyderabad_b5b2c3f6-c6b5-47d8-8fb5-f98660840d49.htm?adId=2524&adType=41
Hyderabad,2013 Hyundai i20 Sportz 1.2,"₹3.59 Lakh
Compare","52,011 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-sportz-12-cars-Hyderabad_036ba862-ffd9-4fc1-aa03-6f68fa169300.htm
Hyderabad,2017 Hyundai i20 Asta 1.2,"₹6.26 Lakh
Compare","47,010 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Hyderabad_c0b727c6-175d-44a5-9597-d8e0adf71944.htm
Hyderabad,2017 Renault KWID 1.0 RXL,"₹3.26 Lakh
Compare","45,830 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-kwid-10-rxl-cars-Hyderabad_38752d45-8afa-4050-b2d6-fbeb6f874d91.htm
Hyderabad,2021 Toyota Fortuner 2.8 2WD AT,"₹40 Lakh
Compare","20,000 kms",Diesel,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-2wd-at-cars-Hyderabad_e4dbd03f-4d49-4faa-8fbb-b09042ec1ba9.htm?adId=2645&adType=41
Hyderabad,2011 Maruti Estilo LXI,"₹2.11 Lakh
Compare","70,641 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-estilo-lxi-cars-Hyderabad_8df4ca80-f1a0-4685-a9d5-971ff25db481.htm
Hyderabad,2017 Maruti Swift Dzire VXI,"₹4.88 Lakh
Compare","61,528 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-dzire-vxi-cars-Hyderabad_532e3ae1-b033-4559-ac39-e648486e2030.htm
Hyderabad,2020 Hyundai Grand i10 1.2 Kappa Asta,"₹6.06 Lakh
Compare","49,603 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Hyderabad_29010c29-2073-4614-8717-73b18ec73bbc.htm
Hyderabad,2015 Maruti Wagon R VXI 1.2,"₹3.51 Lakh
Compare","43,957 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Hyderabad_6836e56c-492e-4c22-b91c-4223b2bc5a47.htm
Hyderabad,2016 Honda City VX MT,"₹6.90 Lakh
Compare","71,904 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-city-vx-mt-cars-Hyderabad_8ea36b33-d7bd-4f40-aaff-4e466a1fcb56.htm
Hyderabad,2015 Honda Amaze VX i-VTEC,"₹4.76 Lakh
Compare","54,280 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-i-vtec-cars-Hyderabad_114866d6-a55a-427d-9958-220ab95cd228.htm
Hyderabad,2020 Volkswagen Tiguan 2.0 TSI Elegance,"₹24.80 Lakh
Compare","56,813 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Volkswagen-tiguan-20-tsi-elegance-cars-Hyderabad_e58a889b-49a3-47ec-bddd-35064c37ea6b.htm
Hyderabad,2020 Maruti Ciaz Petrol,"₹8.09 Lakh
Compare","67,885 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-petrol-cars-Hyderabad_9d257358-899f-4bbd-918c-a94ab6d0e873.htm
Hyderabad,2021 Tata Altroz XZ Plus Turbo,"₹7.26 Lakh
Compare","47,363 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-altroz-xz-plus-turbo-cars-Hyderabad_1313d7d0-f553-4b65-8195-f6848f5555ce.htm
Hyderabad,2015 Hyundai i20 Asta 1.4 CRDi,"₹5.98 Lakh
Compare","80,186 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-14-crdi-cars-Hyderabad_3d769c70-82c8-4580-9993-57edb18379b0.htm
Hyderabad,2016 Nissan Micra Active XV,"₹3.37 Lakh
Compare","73,906 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Nissan-micra-active-xv-cars-Hyderabad_274d3aef-70eb-4917-885a-fc3fe81651a7.htm
Hyderabad,2019 Honda WR-V i-VTEC VX,"₹7.75 Lakh
Compare","22,929 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-wr-v-i-vtec-vx-cars-Hyderabad_18ed3b0a-b841-4f85-9a0e-cfa6a72f237a.htm
Hyderabad,2015 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹3.42 Lakh
Compare","1,36,051 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Hyderabad_87b667f3-81db-4a08-a2bc-fbc699af3bc3.htm
Hyderabad,2018 Hyundai Creta SX,"₹9.57 Lakh
Compare","54,183 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-sx-cars-Hyderabad_14ef6acc-4bc1-4c6a-b68e-b1c2b8fbf58b.htm
Hyderabad,2020 Hyundai Verna SX Diesel,"₹10.89 Lakh
Compare","17,475 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-verna-sx-diesel-cars-Hyderabad_9bd457fc-67bb-413f-9670-714b2633a7cc.htm
Hyderabad,2015 Hyundai Xcent Petrol,"₹4.05 Lakh
Compare","58,090 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-petrol-cars-Hyderabad_e7391143-3440-489f-a012-25cb4402ce8a.htm
Hyderabad,2015 Hyundai i20 Asta 1.4 CRDi,"₹5.72 Lakh
Compare","1,04,714 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-14-crdi-cars-Hyderabad_578c5077-a0b7-4ee8-bb2d-461e7c102855.htm
Hyderabad,2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,"₹4.56 Lakh
Compare","89,581 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Hyderabad_486007b6-c39b-461b-ae3b-b030bf53b60d.htm
Hyderabad,2017 Hyundai i20 Active 1.2 S,"₹5.96 Lakh
Compare","52,799 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-active-12-s-cars-Hyderabad_ba5fc81e-c519-4414-8f78-4d5a21a89227.htm
Hyderabad,2015 Honda Amaze VX i-VTEC,"₹4.02 Lakh
Compare","1,37,626 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-i-vtec-cars-Hyderabad_c3220f67-e0e6-457a-965d-df821cb00e7e.htm
Hyderabad,2018 Honda WR-V i-DTEC VX,"₹7.21 Lakh
Compare","1,11,789 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-wr-v-i-dtec-vx-cars-Hyderabad_99c46dd9-f10b-41e7-8860-f5fa4133ec90.htm
Hyderabad,2018 Maruti Vitara Brezza ZDi Plus,"₹8.18 Lakh
Compare","77,209 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-vitara-brezza-zdi-plus-cars-Hyderabad_2ba814ad-0758-4e33-91fa-592adb46f49a.htm
Hyderabad,2014 Maruti Swift VXI,"₹3.31 Lakh
Compare","1,00,262 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-vxi-cars-Hyderabad_13596ccd-4be0-423e-8394-19ab727118bd.htm
Hyderabad,2015 Hyundai i20 Asta 1.4 CRDi,"₹5.37 Lakh
Compare","1,32,036 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-14-crdi-cars-Hyderabad_d3f1ddf0-eab4-4684-ade2-95d86348512d.htm
Hyderabad,2019 Maruti Swift VXI AMT,"₹4.58 Lakh
Compare","78,405 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-vxi-amt-cars-Hyderabad_8da12d2d-57fb-4f87-a5a9-e3367442e769.htm
Hyderabad,2016 Renault Duster Adventure Edition 85PS RXL,"₹5.72 Lakh
Compare","1,16,749 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Renault-duster-adventure-edition-85ps-rxl-cars-Hyderabad_a4ebb061-8819-460c-bb44-3084daf043ad.htm
Hyderabad,2014 Maruti Wagon R VXI 1.2,"₹3.14 Lakh
Compare","59,672 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Hyderabad_1cb76f6e-fc13-4268-9b38-6921fdd1ba7a.htm
Hyderabad,2019 Maruti Alto K10 VXI,"₹3.73 Lakh
Compare","39,139 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-k10-vxi-cars-Hyderabad_3bd9e9d2-3853-4b27-837a-1ba5a589e299.htm
Hyderabad,2019 Hyundai Grand i10 1.2 Kappa Asta,"₹5.40 Lakh
Compare","55,016 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Hyderabad_4d49796f-80a4-4b90-9eee-d6be81071ab2.htm
Hyderabad,2014 Hyundai i10 Magna 1.1,"₹2.66 Lakh
Compare","70,807 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i10-magna-11-cars-Hyderabad_45790203-3658-4e46-b35a-ddc4e2af57b2.htm
Hyderabad,2021 Hyundai Venue SX Turbo iMT,"₹8.24 Lakh
Compare","41,134 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-turbo-imt-cars-Hyderabad_b834d651-6057-448e-b745-4eccb523ab42.htm
Hyderabad,2013 Maruti Wagon R VXI 1.2,"₹2.66 Lakh
Compare","1,04,538 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-12-cars-Hyderabad_9fdb107f-f64b-4844-8305-fd7ecf03dea7.htm
Hyderabad,2017 Hyundai Creta 1.6 SX,"₹9.39 Lakh
Compare","87,713 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-16-sx-cars-Hyderabad_1aae050b-9be4-4d88-a105-b90e8efd5197.htm
Hyderabad,2016 Maruti Baleno Delta Diesel,"₹5.22 Lakh
Compare","79,520 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-delta-diesel-cars-Hyderabad_2723827c-7c81-4609-a0bb-b324bcff090d.htm
Hyderabad,2015 Nissan Micra Active XV,"₹3.53 Lakh
Compare","37,431 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Nissan-micra-active-xv-cars-Hyderabad_b853eeb1-09ef-474f-8dad-b745f6bccdaa.htm
Hyderabad,2014 Maruti Ritz VXi,"₹3.08 Lakh
Compare","1,09,404 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ritz-vxi-cars-Hyderabad_73b060f1-e493-46b2-8fea-22c375aed56c.htm
Hyderabad,2015 Honda City VX MT Diesel,"₹6.46 Lakh
Compare","1,06,851 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-city-vx-mt-diesel-cars-Hyderabad_d7423422-fcff-49bb-870a-859fa50e3912.htm
Hyderabad,2016 Maruti Baleno Zeta Diesel,"₹5.89 Lakh
Compare","50,888 kms",Diesel,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-zeta-diesel-cars-Hyderabad_6f1e4520-e730-4a67-b90b-303896f45267.htm
Hyderabad,2018 Honda City ZX MT,"₹8.71 Lakh
Compare","54,528 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Honda-city-zx-mt-cars-Hyderabad_3fe111c3-2072-4b7e-8703-811c7f5861e3.htm
Hyderabad,2011 Toyota Etios G,"₹3.16 Lakh
Compare","69,825 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Toyota-etios-g-cars-Hyderabad_5b2d5aec-b4df-48ad-aba0-95cd8c4af294.htm
Hyderabad,2015 Maruti Ritz VXi,"₹3.60 Lakh
Compare","51,915 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Maruti-ritz-vxi-cars-Hyderabad_9fdd369a-96cc-4c79-939e-cf8d02d62e51.htm
Hyderabad,2014 Hyundai Santro Xing GLS,"₹2.48 Lakh
Compare","1,27,505 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-santro-xing-gls-cars-Hyderabad_07aa7e92-1f22-4889-b713-318c5d65ad6f.htm
Hyderabad,2017 Tata Tiago 1.2 Revotron XZ,"₹3.93 Lakh
Compare","77,622 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Tata-tiago-12-revotron-xz-cars-Hyderabad_6c340e37-28f9-4c9e-b612-46b1a8eb2d50.htm
Pune,2022 Tata Nexon EV XZ Plus,"₹9.50 Lakh
Compare","73,000 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-maruti+cars+in+pune
Pune,2022 Tata Nexon EV XZ Plus,"₹9.50 Lakh
Compare","73,000 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-xz-plus-cars-Pune_1fe2de5d-7c6c-4938-aaa2-7a6af107eac9.htm?adId=3737&adType=41
Pune,2010 Nissan Micra XV,"₹1.45 Lakh
Compare","70,000 kms",Petrol,Manual,N/A,https://www.cardekho.com/used-car-details/used-Nissan-micra-xv-cars-Pune_67c71a55-e25b-4510-a154-441b4297a7a9.htm
Pune,2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,"₹5.17 Lakh
Compare","22,116 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Pune_871e4b13-9eaf-451d-a161-d9f0fdf475ed.htm
Pune,Under ₹2 Lakh,Price not available,N/A,N/A,N/A,N/A,https://www.cardekho.com/used-cars+0-lakh-to-2-lakh+in+pune
Pune,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹4.08 Lakh
Compare","49,332 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Pune_bbd834cf-46a0-4942-beaa-a47a44b40142.htm
Pune,2020 Tata Nexon EV XZ Plus LUX,"₹10.50 Lakh
Compare","44,000 kms",Electric,Automatic,N/A,https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-xz-plus-lux-cars-Pune_a3bb4279-1b5e-4556-aa75-032d927fc75e.htm?adId=3694&adType=41
Pune,2016 Hyundai i20 Active 1.2 SX,"₹5.68 Lakh
Compare","47,832 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-active-12-sx-cars-Pune_c787c505-0465-42c3-8ed9-cde2ada50137.htm
Pune,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"₹5.12 Lakh
Compare","52,059 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Pune_25769e6c-c736-445e-b38f-9f22e7f6fa74.htm
Pune,2018 Hyundai i20 Asta 1.2,"₹5.39 Lakh
Compare","66,398 kms",Petrol,Manual,N/A,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-12-cars-Pune_08fae627-b7a1-4a2f-b0cd-1507e5a7061b.htm
Pune,2024 Audi A6 45 TFSI Technology,"₹56 Lakh
Compare","7,500 kms",Petrol,Automatic,N/A,https://www.cardekho.com/buy-used-car-details/used-Audi-a6-45-tfsi-technology-cars-Pune_e7bb3532-f015-4c2f-b32c-4a9e4f987829.htm?adId=3346&adType=41
